0 0 0 0 0 1621.06 304.434
16.2606 7338 4336 0.234162 0.155061
23.7705 14676 8982.97 0.159413 0.101273
29.6049 22014 13608 0.121666 0.0784992
34.8081 29352 18424.8 0.0963449 0.0647326
39.645 36690 23450.1 0.0803365 0.0552481
44.0923 44028 28508.6 0.0705713 0.0484159
48.1849 51366 33514.5 0.0612805 0.0432813
52.2942 58704 38861.8 0.0536968 0.0389667
56.1533 66042 44162.1 0.0484148 0.0355162
59.9459 73380 49621.6 0.0442306 0.0325802
63.5126 80718 54972.3 0.0401076 0.0301573
67.1581 88056 60648.3 0.0362015 0.0279635
70.6708 95394 66307.2 0.0337987 0.0260782
74.0804 102732 71970.3 0.0311459 0.0244317
77.5017 110070 77814.8 0.0287733 0.0229367
80.8404 117408 83667.9 0.0267836 0.0216099
84.1733 124746 89652.5 0.0248842 0.0203998
87.4652 132084 95697.1 0.0235909 0.0193036
90.6477 139422 101662 0.0221849 0.018327
93.8698 146760 107817 0.0206648 0.0174128
97.0619 154098 114026 0.0194509 0.0165734
100.243 161436 120320 0.0183094 0.0157962
103.41 168774 126686 0.0173893 0.0150756
106.524 176112 133042 0.0165566 0.0144138
109.626 183450 139461 0.0158324 0.013797
112.664 190788 145832 0.0149781 0.0132301
115.766 198126 152420 0.0140543 0.012686
118.864 205464 159077 0.0134689 0.0121753
121.905 212802 165687 0.0128651 0.0117029
124.972 220140 172425 0.0121991 0.0112532
128.034 227478 179223 0.0114744 0.010829
131.178 234816 186271 0.0107913 0.0104174
134.323 242154 193389 0.0103297 0.0100282
137.445 249492 200518 0.00976837 0.00966247
140.65 256830 207902 0.00919102 0.00930678
143.867 264168 215377 0.00888007 0.0089685
147.006 271506 222725 0.00855426 0.00865545
150.184 278844 230224 0.00811035 0.00835423
153.389 286182 237840 0.00779652 0.00806553
156.551 293520 245407 0.00756479 0.00779457
159.689 300858 252962 0.00736055 0.00753848
162.774 308196 260438 0.00722759 0.00729821
165.788 315534 267783 0.00697893 0.00707395
168.861 322872 275311 0.00675202 0.00685533
171.856 330210 282685 0.00657648 0.00665145
174.873 337548 290153 0.00634595 0.00645461
177.874 344886 297612 0.00630152 0.00626703
180.733 352224 304752 0.006224 0.00609538
183.618 359562 311983 0.0060383 0.00592893
186.47 366900 319162 0.00593519 0.00577057
189.277 374238 326253 0.00579126 0.00562053
192.099 381576 333404 0.0056544 0.00547522
194.875 388914 340464 0.00557334 0.00533737
197.617 396252 347460 0.00545364 0.00520597
200.358 403590 354473 0.00538015 0.00507913
203.026 410928 361316 0.0053827 0.00495986
205.623 418266 367998 0.0053361 0.00484745
208.202 425604 374648 0.00520962 0.00473935
210.794 432942 381348 0.00514474 0.00463408
213.312 440280 387869 0.00507208 0.00453497
215.854 447618 394469 0.00497927 0.00443786
218.346 454956 400950 0.00494677 0.00434549
220.807 462294 407362 0.00488531 0.0042569
223.25 469632 413738 0.00484879 0.00417143
225.64 476970 419988 0.00482781 0.0040901
228.001 484308 426172 0.00471382 0.00401192
230.405 491646 432478 0.00460179 0.00393444
232.782 498984 438720 0.00451898 0.00385989
235.175 506322 445013 0.00439737 0.00378682
237.584 513660 451358 0.00432017 0.00371517
239.964 520998 457634 0.00432968 0.00364623
242.269 528336 463719 0.00425323 0.00358115
244.642 535674 469989 0.00415693 0.00351583
246.964 543012 476132 0.00409493 0.0034535
249.317 550350 482365 0.00401528 0.00339188
251.643 557688 488530 0.00401312 0.00333248
253.913 565026 494553 0.00396413 0.00327588
256.212 572364 500658 0.00386758 0.00321991
258.513 579702 506772 0.00378216 0.00316522
260.833 587040 512939 0.00366604 0.00311138
263.195 594378 519226 0.00357191 0.00305784
265.553 601716 525503 0.00351074 0.00300568
267.913 609054 531790 0.0033597 0.00295468
270.395 616392 538407 0.00320292 0.00290234
272.9 623730 545088 0.00307324 0.00285079
275.496 631068 552018 0.00294139 0.00279869
278.131 638406 559051 0.002798 0.00274717
280.891 645744 566424 0.0026446 0.00269458
283.727 653082 574002 0.00250579 0.00264198
286.679 660420 581894 0.00238982 0.00258872
289.673 667758 589899 0.00230552 0.00253622
292.716 675096 598037 0.00221774 0.00248434
295.818 682434 606337 0.00215386 0.00243294
298.912 689772 614615 0.00206757 0.00238312
302.139 697110 623249 0.00197716 0.00233266
305.382 704448 631929 0.00190038 0.00228339
308.727 711786 640879 0.00180936 0.00223408
312.153 719124 650047 0.00175357 0.00218507
315.562 726462 659167 0.00170896 0.00213776
319.016 733800 668404 0.00164691 0.00209126
322.529 741138 677800 0.00158811 0.00204536
326.084 748476 687304 0.00156376 0.00200031
329.554 755814 696576 0.00153184 0.00195764
333.103 763152 706056 0.00148367 0.00191528
336.648 770490 715521 0.00146606 0.00187421
340.133 777828 724820 0.00143168 0.00183501
343.698 785166 734328 0.00139332 0.00179605
347.229 792504 743738 0.00137155 0.00175858
350.761 799842 753145 0.00133499 0.00172215
354.339 807180 762669 0.0012755 0.00168629
358.052 814518 772544 0.00122305 0.00165015
361.787 821856 782469 0.00121254 0.00161485
365.411 829194 792092 0.00119515 0.00158158
369.104 836532 801888 0.00117678 0.00154863
372.697 843870 811408 0.00115247 0.00151747
376.399 851208 821209 0.00109862 0.00148626
380.199 858546 831259 0.00107794 0.00145511
383.895 865884 841022 0.00107893 0.00142567
387.544 873222 850653 0.00106204 0.00139739
391.216 880560 860332 0.00104975 0.00136969
394.814 887898 869804 0.00103529 0.00134328
398.453 895236 879372 0.00102498 0.00131727
401.992 902574 888667 0.0010367 0.00129262
405.425 909912 897674 0.00102866 0.00126931
408.899 917250 906775 0.0010121 0.0012463
412.327 924588 915747 0.00100222 0.00122414
415.753 931926 924701 0.000985682 0.00120253
419.182 939264 933652 0.000976541 0.00118142
422.559 946602 942457 0.000968654 0.00116111
425.934 953940 951243 0.000943614 0.00114129
429.381 961278 960206 0.000929553 0.00112152
432.749 968616 968952 0.000931094 0.00110265
436.079 975954 977586 0.000937928 0.00108441
439.298 983292 985922 0.000937176 0.00106716
442.536 990630 994297 0.000925229 0.00105019
445.743 997968 1.00258e+06 0.000930443 0.00103374
448.854 1005306 1.0106e+06 0.000932307 0.00101811
451.961 1012644 1.01861e+06 0.000921931 0.00100282
455.056 1019982 1.02657e+06 0.000919164 0.000987903
458.097 1027320 1.03438e+06 0.000929054 0.000973531
461.046 1034658 1.04195e+06 0.000940903 0.000959864
463.937 1041996 1.04936e+06 0.000921979 0.000946721
466.931 1049334 1.05702e+06 0.000883058 0.000933362
470.002 1056672 1.06487e+06 0.000870719 0.000919922
473.003 1064010 1.07252e+06 0.000865267 0.000907043
476.035 1071348 1.08025e+06 0.000856285 0.000894278
479.022 1078686 1.08785e+06 0.000854492 0.000881937
481.991 1086024 1.0954e+06 0.000859525 0.000869898
484.871 1093362 1.10271e+06 0.000882889 0.000858432
487.619 1100700 1.10967e+06 0.000895408 0.000847685
490.357 1108038 1.1166e+06 0.000876767 0.000837153
493.158 1115376 1.12368e+06 0.000872397 0.000826561
495.862 1122714 1.13051e+06 0.000882257 0.000816509
498.542 1130052 1.13726e+06 0.00087875 0.000806708
501.209 1137390 1.14398e+06 0.000864603 0.00079711
503.919 1144728 1.15079e+06 0.000845582 0.000787518
506.648 1152066 1.15765e+06 0.000840888 0.000778013
509.33 1159404 1.16437e+06 0.000832319 0.000768825
512.057 1166742 1.1712e+06 0.000830689 0.00075963
514.692 1174080 1.17779e+06 0.000842391 0.000750886
517.29 1181418 1.18429e+06 0.00084661 0.000742397
519.847 1188756 1.19066e+06 0.000846392 0.000734169
522.396 1196094 1.19702e+06 0.000847258 0.000726089
524.899 1203432 1.20324e+06 0.00085067 0.000718274
527.379 1210770 1.20941e+06 0.00085157 0.000710637
529.83 1218108 1.21549e+06 0.000834079 0.000703202
532.367 1225446 1.22178e+06 0.000813686 0.000695613
534.894 1232784 1.22804e+06 0.000789227 0.000688163
537.538 1240122 1.23457e+06 0.000757135 0.000680484
540.232 1247460 1.24123e+06 0.000740617 0.000672779
542.941 1254798 1.24791e+06 0.000724838 0.000665148
545.698 1262136 1.25469e+06 0.000704215 0.000657504
548.51 1269474 1.26161e+06 0.000696048 0.000649826
551.275 1276812 1.26839e+06 0.000690596 0.000642396
554.075 1284150 1.27526e+06 0.000670172 0.000634988
556.951 1291488 1.2823e+06 0.000648622 0.000627497
559.879 1298826 1.28946e+06 0.000632106 0.000619993
562.845 1306164 1.29669e+06 0.000624574 0.000612515
565.782 1313502 1.30385e+06 0.000614981 0.00060523
568.777 1320840 1.31114e+06 0.000598822 0.000597919
571.81 1328178 1.3185e+06 0.000582954 0.000590637
574.904 1335516 1.326e+06 0.000569463 0.000583333
578.015 1342854 1.33354e+06 0.000552439 0.000576109
581.231 1350192 1.34131e+06 0.000543961 0.000568769
584.371 1357530 1.34888e+06 0.000537807 0.000561723
587.589 1364868 1.35663e+06 0.000535944 0.000554621
590.683 1372206 1.36407e+06 0.000539184 0.00054791
593.797 1379544 1.37155e+06 0.00052849 0.000541263
596.95 1386882 1.3791e+06 0.000524795 0.000534645
600.042 1394220 1.3865e+06 0.000521628 0.000528258
603.168 1401558 1.39396e+06 0.000513608 0.000521908
606.293 1408896 1.40141e+06 0.00050751 0.000515661
609.428 1416234 1.40887e+06 0.000505865 0.000509494
612.509 1423572 1.41619e+06 0.000488988 0.00050353
615.793 1430910 1.42398e+06 0.000470357 0.000497276
619.057 1438248 1.43171e+06 0.000470157 0.000491165
622.275 1445586 1.43932e+06 0.000462497 0.000485237
625.578 1452924 1.44711e+06 0.000450875 0.000479253
628.894 1460262 1.45492e+06 0.000443005 0.000473344
632.243 1467600 1.46279e+06 0.000436098 0.000467476
635.593 1474938 1.47065e+06 0.000427372 0.000461703
639.007 1482276 1.47864e+06 0.000416245 0.000455919
642.464 1489614 1.48672e+06 0.000409865 0.00045016
