123.761 0.81401 14
132.983 0.81401 16
126.011 0.81401 18
126.011 0.835919 20
126.011 0.847853 22
126.011 0.854353 24
126.011 0.857894 26
126.932 0.857894 28
126.932 0.852914 30
126.932 0.850282 32
127.341 0.843326 33
127.479 0.842158 34
127.574 0.833896 35
128.389 0.833896 36
128.389 0.829307 38
128.389 0.827002 40
129.099 0.821215 41
129.099 0.817506 42
129.099 0.815692 44
129.305 0.814805 46
129.305 0.812783 48
129.489 0.811802 50
129.489 0.809906 52
129.689 0.808992 54
129.689 0.807008 56
129.881 0.806059 58
129.881 0.804122 60
130.08 0.803203 62
130.08 0.801228 64
130.276 0.800299 66
130.276 0.798338 68
130.475 0.797424 70
130.475 0.795445 72
130.674 0.79453 74
130.674 0.792554 76
130.875 0.791648 78
130.875 0.789662 80
131.076 0.788759 82
131.076 0.78677 84
131.279 0.785873 86
131.279 0.783877 88
131.483 0.782986 90
131.483 0.780985 92
131.688 0.7801 94
131.688 0.778093 96
131.894 0.777213 98
131.894 0.775201 100
132.101 0.774327 102
132.101 0.772309 104
132.31 0.771441 106
132.31 0.769417 108
132.519 0.768555 110
132.519 0.766525 112
132.73 0.76567 114
132.73 0.763634 116
132.941 0.762785 118
132.941 0.760743 120
133.154 0.7599 122
133.154 0.757852 124
133.368 0.757016 126
133.368 0.754962 128
133.583 0.754133 130
133.583 0.752072 132
133.799 0.75125 134
133.799 0.749183 136
134.017 0.748368 138
134.017 0.746294 140
134.235 0.745486 142
134.235 0.743406 144
134.455 0.742605 146
134.455 0.740518 148
134.676 0.739725 150
134.676 0.737631 152
134.898 0.736846 154
134.898 0.734745 156
135.122 0.733968 158
135.122 0.73186 160
135.346 0.73109 162
135.346 0.728976 164
135.572 0.728214 166
135.572 0.726092 168
135.799 0.725338 170
135.799 0.723209 172
136.028 0.722464 174
136.028 0.720328 176
136.257 0.719591 178
136.257 0.717447 180
136.488 0.716719 182
136.488 0.714567 184
136.72 0.713848 186
136.72 0.711688 188
136.954 0.710978 190
136.954 0.708811 192
137.188 0.70811 194
137.188 0.705935 196
137.424 0.705243 198
137.424 0.703059 200
137.661 0.702377 202
137.661 0.700185 204
137.9 0.699513 206
137.9 0.697312 208
138.14 0.69665 210
138.14 0.694441 212
138.381 0.693789 214
138.381 0.691571 216
138.624 0.690929 218
138.624 0.688702 220
138.868 0.68807 222
138.868 0.685834 224
139.113 0.685214 226
139.113 0.682968 228
139.36 0.682358 230
139.36 0.680103 232
139.608 0.679504 234
139.608 0.677239 236
139.857 0.676652 238
139.857 0.674377 240
140.108 0.673802 242
140.108 0.671516 244
140.36 0.670953 246
140.36 0.668656 248
140.614 0.668105 250
140.614 0.665798 252
140.869 0.66526 254
140.869 0.662941 256
141.126 0.662415 258
141.126 0.660086 260
141.384 0.659573 262
141.384 0.657231 264
141.644 0.656732 266
141.644 0.654378 268
141.905 0.653893 270
141.905 0.651527 272
142.168 0.651055 274
142.168 0.648676 276
142.433 0.648219 278
142.433 0.645827 280
142.698 0.645384 282
142.698 0.642979 284
142.966 0.642551 286
142.966 0.640132 288
143.235 0.639719 290
143.235 0.637286 292
143.506 0.636889 294
143.506 0.634441 296
143.778 0.634059 298
143.778 0.631597 300
144.053 0.631232 302
144.053 0.628754 304
144.329 0.628405 306
144.329 0.625911 308
144.606 0.625579 310
144.606 0.623069 312
144.886 0.622755 314
144.886 0.620227 316
145.167 0.619931 318
145.167 0.617386 320
145.45 0.617108 322
145.45 0.614544 324
145.735 0.614286 326
145.735 0.611703 328
146.022 0.611465 330
146.022 0.608861 332
146.311 0.608643 334
146.311 0.60602 336
146.602 0.605822 338
146.602 0.603177 340
146.895 0.603001 342
146.895 0.600334 344
147.19 0.60018 346
147.19 0.597489 348
147.488 0.597358 350
147.488 0.594643 352
147.787 0.594536 354
147.787 0.591796 356
148.089 0.591712 358
148.089 0.588946 360
148.393 0.588888 362
148.393 0.586094 364
148.7 0.586061 366
148.7 0.583239 368
149.009 0.583233 370
149.009 0.580381 372
149.32 0.580381 374
149.32 0.577519 376
149.634 0.577519 378
149.634 0.574655 380
149.951 0.574655 382
149.951 0.571787 384
150.271 0.571787 386
150.271 0.568917 388
150.593 0.568917 390
150.593 0.566045 392
150.918 0.566045 394
150.918 0.56317 396
151.245 0.56317 398
151.245 0.560294 400
151.575 0.560294 402
151.575 0.557416 404
151.907 0.557416 406
151.907 0.554537 408
152.243 0.554537 410
152.243 0.551657 412
152.581 0.551657 414
152.581 0.548777 416
152.921 0.548777 418
152.921 0.545896 420
153.264 0.545896 422
153.264 0.543016 424
153.61 0.543016 426
153.61 0.540136 428
153.958 0.540136 430
153.958 0.537257 432
154.309 0.537257 434
154.309 0.534379 436
154.663 0.534379 438
154.663 0.531503 440
155.019 0.531503 442
155.019 0.528629 444
155.377 0.528629 446
155.377 0.525758 448
155.738 0.525758 450
155.738 0.52289 452
156.102 0.52289 454
156.102 0.520025 456
156.468 0.520025 458
156.468 0.517163 460
156.837 0.517163 462
156.837 0.514306 464
157.208 0.514306 466
157.208 0.511454 468
157.581 0.511454 470
157.581 0.508607 472
157.957 0.508607 474
157.957 0.505766 476
158.335 0.505766 478
158.335 0.502931 480
158.715 0.502931 482
158.715 0.500102 484
159.097 0.500102 486
159.097 0.497281 488
159.482 0.497281 490
159.482 0.494467 492
159.869 0.494467 494
159.869 0.491662 496
160.258 0.491662 498
160.258 0.488865 500
160.648 0.488865 502
160.648 0.486078 504
161.041 0.486078 506
161.041 0.4833 508
161.436 0.4833 510
161.436 0.480532 512
161.833 0.480532 514
161.833 0.477775 516
162.231 0.477775 518
162.231 0.47503 520
162.631 0.47503 522
162.631 0.472296 524
163.033 0.472296 526
163.033 0.469574 528
163.436 0.469574 530
163.436 0.466865 532
163.841 0.466865 534
163.841 0.46417 536
164.247 0.46417 538
164.247 0.461488 540
164.655 0.461488 542
164.655 0.45882 544
165.063 0.45882 546
165.063 0.456168 548
165.474 0.456168 550
165.474 0.45353 552
165.885 0.45353 554
165.885 0.450908 556
166.297 0.450908 558
166.297 0.448302 560
166.71 0.448302 562
166.71 0.445713 564
167.124 0.445713 566
167.124 0.443141 568
167.539 0.443141 570
167.539 0.440586 572
167.954 0.440586 574
167.954 0.438049 576
168.371 0.438049 578
168.371 0.435531 580
168.787 0.435531 582
168.787 0.43303 584
169.204 0.43303 586
169.204 0.430549 588
169.622 0.430549 590
169.623 0.428087 592
170.039 0.428087 594
170.043 0.425644 596
170.457 0.425644 598
170.463 0.423221 600
170.876 0.423221 602
170.884 0.420817 604
171.294 0.420817 606
171.304 0.418432 608
171.712 0.418432 610
171.725 0.416067 612
172.131 0.416067 614
172.145 0.413722 616
172.55 0.413722 618
172.566 0.411396 620
172.968 0.411396 622
173.06 0.410934 623
173.071 0.408543 624
173.071 0.40901 625
173.405 0.40901 626
173.488 0.408544 627
173.507 0.406236 628
173.507 0.40668 629
173.832 0.40668 630
173.922 0.406216 631
173.936 0.403855 632
173.936 0.404331 633
174.266 0.404331 634
174.365 0.403871 635
174.372 0.403871 636
174.374 0.403365 637
174.462 0.401875 638
174.462 0.402007 639
174.705 0.402007 640
174.783 0.401537 641
174.809 0.399298 642
174.809 0.399745 643
175.125 0.399745 644
175.236 0.39929 645
175.235 0.39929 646
175.235 0.398781 647
175.325 0.397328 648
175.325 0.39746 649
175.564 0.39746 650
175.653 0.396993 651
175.671 0.394662 652
175.671 0.395168 653
175.995 0.395168 654
176.125 0.394722 655
176.111 0.394722 656
176.111 0.394208 657
176.201 0.392768 658
176.201 0.392909 659
176.439 0.392909 660
176.539 0.392448 661
176.549 0.392448 662
176.554 0.391938 663
176.642 0.390474 664
176.642 0.390633 665
176.881 0.390633 666
176.989 0.390174 667
176.994 0.390174 668
176.997 0.389663 669
177.087 0.388227 670
177.087 0.388382 671
177.323 0.388382 672
177.435 0.387925 673
177.438 0.387925 674
177.439 0.387412 675
177.531 0.385999 676
177.531 0.386152 677
177.765 0.386152 678
177.882 0.385697 679
177.882 0.385697 680
177.882 0.385182 681
177.974 0.383793 682
177.974 0.383943 683
178.206 0.383943 684
178.327 0.38349 685
178.325 0.38349 686
178.325 0.382974 687
178.418 0.381594 688
178.418 0.381747 689
178.648 0.381747 690
178.775 0.381297 691
178.769 0.381297 692
178.769 0.380779 693
178.862 0.379408 694
178.862 0.379565 695
179.092 0.379565 696
179.223 0.379117 697
179.214 0.379117 698
179.214 0.378597 699
179.307 0.377236 700
179.307 0.377397 701
179.536 0.377397 702
179.672 0.37695 703
179.66 0.37695 704
179.66 0.376428 705
179.754 0.375077 706
179.754 0.375241 707
179.981 0.375241 708
180.122 0.374797 709
180.107 0.374797 710
180.107 0.374273 711
180.201 0.372932 712
180.201 0.373099 713
180.427 0.373099 714
180.572 0.372657 715
180.556 0.372657 716
180.556 0.372132 717
180.65 0.3708 718
180.65 0.370971 719
180.874 0.370971 720
181.024 0.370531 721
181.005 0.370531 722
181.005 0.370004 723
181.099 0.368681 724
181.099 0.368856 725
181.323 0.368856 726
181.477 0.368419 727
181.455 0.368419 728
181.455 0.367889 729
181.55 0.366577 730
181.55 0.366755 731
181.772 0.366755 732
181.93 0.36632 733
181.906 0.36632 734
181.906 0.365788 735
182.001 0.364487 736
182.001 0.364667 737
182.221 0.364667 738
182.384 0.364235 739
182.358 0.364235 740
182.358 0.363701 741
182.453 0.36241 742
182.453 0.362594 743
182.672 0.362594 744
182.839 0.362163 745
182.811 0.362163 746
182.811 0.361627 747
182.906 0.360347 748
182.906 0.360534 749
183.124 0.360534 750
183.294 0.360106 751
183.264 0.360106 752
183.264 0.359568 753
183.36 0.358299 754
183.36 0.358489 755
183.576 0.358489 756
183.75 0.358062 757
183.718 0.358062 758
183.718 0.357522 759
183.814 0.356265 760
183.814 0.356457 761
184.029 0.356457 762
184.207 0.356033 763
184.173 0.356033 764
184.173 0.355491 765
184.269 0.354245 766
184.269 0.35444 767
184.482 0.35444 768
184.664 0.354018 769
184.629 0.354018 770
184.629 0.353474 771
184.725 0.35224 772
184.725 0.352437 773
184.936 0.352437 774
185.121 0.352017 775
185.085 0.352017 776
185.085 0.351471 777
185.181 0.350249 778
185.181 0.350448 779
185.391 0.350448 780
185.579 0.350031 781
185.541 0.350031 782
185.541 0.349482 783
185.638 0.348274 784
185.638 0.348474 785
185.846 0.348474 786
186.037 0.348059 787
185.998 0.348059 788
185.998 0.347508 789
186.096 0.346313 790
186.096 0.346515 791
186.302 0.346515 792
186.496 0.346101 793
186.456 0.346101 794
186.456 0.345549 795
186.553 0.344367 796
186.553 0.34457 797
186.758 0.34457 798
186.955 0.344158 799
186.913 0.344158 800
186.913 0.343604 801
187.011 0.342436 802
187.011 0.34264 803
187.214 0.34264 804
