0 0 0 0 0 146.21 13.1416
8.25968 170 155.866 0.0316613 0.0322309
13.8569 340 316.791 0.0117831 0.0120717
19.8724 510 489.104 0.00510717 0.00562947
26.8425 680 676.281 0.00244961 0.00284129
34.8226 850 871.319 0.00139768 0.00152201
42.7494 1020 1046.13 0.00090869 0.000913061
51.0048 1190 1210.85 0.000612018 0.000580977
59.6412 1360 1367.14 0.000405799 0.000385932
69.5186 1530 1529.07 0.00028142 0.000256696
79.4879 1700 1677.33 0.000186188 0.000178778
92.1026 1870 1846.9 0.000111686 0.000119521
107.557 2040 2032.34 6.98112e-05 7.7816e-05
125.201 2210 2220.12 4.89437e-05 5.08853e-05
142.775 2380 2386.94 3.32216e-05 3.51299e-05
164.516 2550 2571.15 2.3739e-05 2.34822e-05
