0 0 0 0 0 78.529 11.4934
6.0155 28 24.155 0.0114409 0.0134724
10.96 56 56.6803 0.00384552 0.00449637
15.6291 84 88.1517 0.00204231 0.00216095
19.9351 112 116.03 0.0013045 0.00126174
24.2007 140 142.121 0.00101344 0.000805774
27.5682 168 161.601 0.0006853 0.000590644
32.5035 196 188.442 0.000350552 0.000394878
39.2433 224 222.108 0.000198435 0.000245938
46.8808 252 256.633 0.000137869 0.000155525
54.0011 280 285.883 0.000119378 0.000107257
59.8217 308 307.994 8.70423e-05 8.1661e-05
68.0125 336 336.755 6.26187e-05 5.77894e-05
75.2933 364 360.325 4.40649e-05 4.381e-05
