0 0 0 0 0 95.923 7.51469
4.4947 31 38.6685 0.0480701 0.0501973
6.48171 62 64.9529 0.0272143 0.0256272
8.69833 93 95.0532 0.0154846 0.0142318
10.7195 124 122.085 0.00952156 0.00913014
13.1148 155 152.988 0.00510704 0.00583024
16.177 186 190.33 0.00316675 0.00358373
19.0806 217 223.444 0.00236012 0.00241114
21.9181 248 253.759 0.00158148 0.00171379
25.4603 279 289.014 0.00127856 0.00117541
27.9846 310 312.55 0.001057 0.000922713
31.329 341 341.913 0.000828963 0.000688395
34.0995 372 364.819 0.00069884 0.000551051
37.3539 403 390.253 0.000437158 0.000432716
42.0291 434 424.322 0.000305836 0.000315424
46.4997 465 454.515 0.000207271 0.000239859
52.8114 496 493.754 0.000140911 0.000169311
59.0478 527 529.21 0.000127702 0.000124383
64.0049 558 555.382 0.00010098 9.93942e-05
70.7972 589 588.756 6.58422e-05 7.49467e-05
78.8133 620 624.963 4.67518e-05 5.54015e-05
87.6795 651 661.625 3.57144e-05 4.09548e-05
